"Trinidad","Block_2(c)","Chaoyang","Chaoyang_Petroleum_(Trinidad)_Ltd_(25%)",1,1
"Trinidad","Block_Modified_U(a)","EOG","EOG_Resources_Trinidad__U(a)_Block_Limited",1,1
"Trinidad","Block_Modified_U(b)","EOG","EOG_Resources_Trinidad_U(b)_Block_Unlimited",1,1
"Trinidad","North_Coast_Marine_Area_1_(NCMA_1)","NGSP","NSGP_(Ensign)_Limited_(21.5%)",1,1
"Trinidad","Block_3(b)","PremierOil","Primera_Block_3(b)_Limited_(25%)",1,1
"Trinidad",""East_Brighton_Area_Offshore"","PremierOil","Primera_East_Brighton_Limited",1,1
"Timor","JPDA_06-105","TalismanEnergy","Talisman",1,1
"Trinidad","Block_2(c)","Total","Total_E&P_(Trinidad)_B.V._(30%)",1,1
"Trinidad","Block_3(a)","Total","Total_E&P_(Trinidad)_B.V._(8.5%)",1,1
"Timor","JPDA_06-102","Petronas","Petronas_(Operator)",107,107
"Timor","JPDA_06-103","JapanEnergy","Japan_Energy_Corporation",11374,11374
"Indonesia","South_Jambi_B","PT","PT_PHE_South_Jambi",16000,16000
"Indonesia","MFK","PT","PT_PHE_MFK",26000,26000
"Timor","JPDA_06-103","JapanEnergy","Japan_Energy_Corporation",29751,29751
"Indonesia","Langgak","Kingswood","Kingswood_Capital_Ltd",39000,39000
"Indonesia","Lematang","PT","PT_Medco_E&P_Lematang",45000,45000
"Indonesia","Gebang","JOB","JOB_Pertamina-Costa_International_Group_Ltd",60000,60000
"Timor","JPDA_06-101_A","Minza","Minza_Oil_&_Gas",90330,90330
"Timor","JPDA_06-101_A","Minza","Minza_Oil_&_Gas",91746,91746
"Indonesia","Gebang","CostaInternational","Costa_International_Group_Ltd.",103000,103000
"Timor","S-06-06_(Block_K)","Reliance","Reliance_Exploration_&_Production_(Operator)",104880,104880
"Indonesia","Gebang","JOB","JOB_Pertamina-Costa_International_Group_Ltd",193000,193000
"Indonesia","Cepu","Ampolex","Ampolex_(Cepu)_PTE._Ltd",199000,199000
"Indonesia","Bangko","PetroChina","PetroChina_International_Bangko_Ltd.",226000,226000
"Indonesia","Malacca_Strait","Malacca","Malacca_Petroleum_Limited",312000,233000
"Indonesia","South_Jambi_B","ConocoPhilips","ConocoPhillips_(South_Jambi)_Ltd.",237000,237000
"Indonesia","MFK","PT","PT_PHE_MFK",240000,240000
"Indonesia","Korinci","EMP","EMP_Korinci_Baru_Ltd",246000,246000
"Indonesia","South_Jambi_B","PT","PT_PHE_South_Jambi",293000,293000
"Indonesia","Bangko","PetroChina","PetroChina_International_Bangko_Ltd.",329000,329000
"Indonesia","Salawati_Island_JOB","Lundin","Lundin_Indonesia_BV_/_RHP_Salawati_Island_BV",386000,386000
"Indonesia","Wiriagar","BP","BP_Wiriagar_Ltd.",386000,387000
"Timor","JPDA_06-103","Oilex","Oilex_(Operator)",417407,417407
"Indonesia","Wailawi","Persuda","Perusda_Benuo_Taka",442000,442000
"Indonesia","Salawati_Island_JOB","PearlOil","Pearl_Oil_(Island)_Ltd/Petrogas_(Island)_Ltd",497000,497000
"Indonesia",""Senoro_-_Toili_Sulawesi"","BUT","BUT_Tomori_E&P_Limited",503000,503000
"Indonesia","Tonga","PT","PT_EMP_Tonga",563000,563000
"Indonesia","West_Kampar_Block","PT","PT_Sumatera_Persada_Energy",566000,566000
"Indonesia","Wailawi","BUMD","BUMD_Benuo_Taka",597000,597000
"Trinidad","Block_1(a)","Centrica","Centrica_(Horne_&_Wren)_Limited_(Operator_and_holder_of_80%_interest)",637010,637130
"Indonesia","Wailawi","BUMD","BUMD_Benuo_Taka",644000,644000
"Indonesia","Merangin_II","PT","PT_Sele_Raya_Merangin_Dua",660000,660000
"Trinidad","Block_4(a)","EOG","EOG_Resources_Trinidad_Block_4(a)_Unlimited",672213,670296
"Indonesia","Salawati_Basin","PT","PT_PHE_Salawati_Basin",678000,678000
"Indonesia","Bangko","PetroChina","PetroChina_International_Bangko_Ltd.",685000,685000
"Indonesia","Korinci","Kalia","Kalila_(Korinci)_Ltd.",686000,686000
"Trinidad","Block_3(a)","BHP","BHP_Billiton_(Trinidad-3A)_Ltd_(Operator_and_holder_of_25.5%_interest)",691964,691964
"Indonesia","Offshore_Northwest_Java","PT","PT_PHE_Jawa_Ltd",797000,797000
"Indonesia","South_East_Sumatera","TalismanEnergy","Talisman_Resources_(Bahamas)_Ltd",924000,924000
"Indonesia","Salawati_Island_JOB","Lundin","Lundin_Indonesia_BV/RHP_Salawati_Island_BV",947000,947000
"Indonesia","Wiriagar","KGBerau","KG_Wiriagar_Petroleum_Ltd",956000,956000
"Indonesia","Muturi","BP","BP_Muturi_Ltd.",971000,971000
"Indonesia","Bula_-_Seram","Kalrez","Kalrez_Petroleum_(Seram)_Ltd.",1056000,1055000
"Indonesia","Langgak","Kingswood","Kingswood_Capital_Ltd",1062000,1062000
"Indonesia","Brantas","Lapindo","Lapindo_Brantas_Inc.",1098000,1098000
"Indonesia","South_East_Sumatera","TalismanEnergy","Talisman_UK_(South_East_Sumatra)_Ltd",1120000,1120000
"Indonesia","Selat_Panjang","Petroselat","Petroselat_Ltd.",1123000,1123000
"Indonesia","Pase","ExxonMobil","Mobil_Pase_Inc.",906000,1146000
"Indonesia","Selat_Panjang","Petroselat","Petroselat_Ltd.",1212000,1212000
"Indonesia","Korinci","Kalia","Kalila_(Korinci)_Ltd.",1217000,1217000
"Indonesia","Salawati_Island_JOB","PearlOil","Pearl_Oil_(Island)_Ltd/Petrogas_(Island)_Ltd",1221000,1221000
"Indonesia","Muturi","CNOOC","CNOOC_Muturia_Ltd",1250000,1250000
"Indonesia","Brantas","Lapindo","Lapindo_Brantas_Inc.",1282000,1282000
"Indonesia","Salawati_Basin","PT","PT_PHE_Salawati_Basin",1327000,1327000
"Indonesia","Seram_Non_Bula","CITIC","CITIC_Seram_Energy_Ltd.",1341000,1341000
"Indonesia","Rimau","Persuda","Perusda_Pertambangan_&_Energi",1383000,1383000
"Indonesia","Kakap","Novus","Novus_Petroleum_Canada_(Kakap)_Ltd",1393000,1392000
"Indonesia","Bula","Kalrez","Kalrez_Petroleum_(Seram)_Ltd.",1415000,1415000
"Trinidad","Block_22","Centrica","Centrica_Resources_Limited_(Operator_and_holder_of_90%_interest)",1456470,1457637
"Indonesia","Selat_Panjang","Petroselat","Petroselat_Ltd.",1505000,1505000
"Indonesia","Lematang","PT","PT_Medco_E&P_Lematang",1552000,1552000
"Indonesia","Kakap","Novus","Novus_Nominees_Pty_Ltd",1574000,1575000
"Indonesia","Makassar_Strait","Tiptop","Tiptop_Makassar_Ltd",1605000,1605000
"Indonesia","Brantas","Lapindo","Lapindo_Brantas_Inc.",1694000,1695000
"Indonesia","Wiriagar","TalismanEnergy","Talisman_Wiriagar_Overseas_Ltd",1640000,1715000
"Indonesia","South_Jambi_B","ConocoPhilips","ConocoPhillips_(South_Jambi)_Ltd.",1425000,1723000
"Indonesia","Wiriagar","KGBerau","KG_Wiriagar_Petroleum_Ltd",1746000,1746000
"Indonesia","Bentu","EMP","EMP_Bentu_Limited",1751000,1749000
